id,user_id,question_id,points,submitted_at,username
266,1300859530166403143,264,140,2024-11-01 13:11:47.098116+05:30,shubhampanthri_12929
267,1301096875272699904,169,-10,2024-11-01 13:49:03.973468+05:30,adventurous_unicorn_71057
268,1300839064781455401,353,60,2024-11-01 22:22:26.932947+05:30,anusha_sha
269,1300839064781455401,342,-10,2024-11-01 22:28:07.82618+05:30,anusha_sha
270,1300839064781455401,342,-10,2024-11-01 22:47:31.051898+05:30,anusha_sha
271,1300839064781455401,342,-10,2024-11-01 22:49:18.187302+05:30,anusha_sha
272,1300865579653267516,78,120,2024-11-01 22:51:04.334188+05:30,7akaman
273,1300839064781455401,342,-10,2024-11-01 22:53:41.122394+05:30,anusha_sha
274,1300839064781455401,176,-10,2024-11-01 23:06:10.95587+05:30,anusha_sha
275,1300839064781455401,176,80,2024-11-01 23:13:31.649811+05:30,anusha_sha
276,1300865579653267516,355,90,2024-11-02 00:19:05.689565+05:30,7akaman
277,1060410743834546186,23,100,2024-11-02 08:46:06.721197+05:30,pradeep2449
278,1197191545154179143,314,-10,2024-11-02 09:09:13.448424+05:30,smo2024
279,1197191545154179143,148,60,2024-11-02 09:18:06.165701+05:30,smo2024
280,1197191545154179143,151,-10,2024-11-02 09:36:11.341842+05:30,smo2024
281,1197191545154179143,151,60,2024-11-02 09:37:40.89188+05:30,smo2024
282,1300859158136098947,374,90,2024-11-02 10:45:15.643632+05:30,bhavin0952
283,1300859158136098947,177,100,2024-11-02 10:52:16.315383+05:30,bhavin0952
284,1300859158136098947,400,110,2024-11-02 10:59:12.902577+05:30,bhavin0952
285,1300859158136098947,173,-10,2024-11-02 11:03:13.272032+05:30,bhavin0952
286,1300859158136098947,173,80,2024-11-02 11:06:03.277319+05:30,bhavin0952
287,1300859158136098947,113,90,2024-11-02 11:12:57.804006+05:30,bhavin0952
288,1300859158136098947,126,-10,2024-11-02 11:21:50.630336+05:30,bhavin0952
289,1300859158136098947,126,-10,2024-11-02 11:23:59.574071+05:30,bhavin0952
290,1300859158136098947,126,-10,2024-11-02 11:32:16.320438+05:30,bhavin0952
291,1300859158136098947,15,60,2024-11-02 11:48:43.752159+05:30,bhavin0952
292,1300859158136098947,187,90,2024-11-02 11:52:32.237468+05:30,bhavin0952
293,1300859158136098947,34,-10,2024-11-02 11:56:00.627485+05:30,bhavin0952
294,1300859158136098947,34,60,2024-11-02 11:57:13.155995+05:30,bhavin0952
295,1300859158136098947,116,90,2024-11-02 12:50:16.243613+05:30,bhavin0952
296,1300859158136098947,339,-10,2024-11-02 13:17:35.365208+05:30,bhavin0952
297,1300859158136098947,339,-10,2024-11-02 13:20:53.975505+05:30,bhavin0952
298,1300859158136098947,339,-10,2024-11-02 13:23:33.633755+05:30,bhavin0952
299,1291464726080913429,6,-10,2024-11-02 15:48:52.437497+05:30,neha011756
300,1300859158136098947,82,120,2024-11-02 16:14:55.937465+05:30,bhavin0952
301,1300859158136098947,247,70,2024-11-02 16:17:43.694114+05:30,bhavin0952
302,1300859158136098947,160,-10,2024-11-02 16:20:12.013105+05:30,bhavin0952
303,1300859158136098947,160,60,2024-11-02 16:21:47.084953+05:30,bhavin0952
304,1291464726080913429,149,60,2024-11-02 16:23:24.462667+05:30,neha011756
305,1300859158136098947,44,90,2024-11-02 16:25:42.724972+05:30,bhavin0952
306,1300859158136098947,21,-10,2024-11-02 16:34:01.708496+05:30,bhavin0952
307,687329197135626341,132,140,2024-11-02 17:34:26.307299+05:30,chiranjeev3210
308,687329197135626341,237,-10,2024-11-02 17:39:50.143545+05:30,chiranjeev3210
309,1300859158136098947,353,60,2024-11-02 17:43:29.391169+05:30,bhavin0952
310,687329197135626341,235,60,2024-11-02 17:46:18.327343+05:30,chiranjeev3210
311,1300859158136098947,128,-10,2024-11-02 17:51:35.693063+05:30,bhavin0952
312,1300859158136098947,128,-10,2024-11-02 17:54:04.484564+05:30,bhavin0952
313,687329197135626341,173,90,2024-11-02 17:55:59.510403+05:30,chiranjeev3210
314,1300859158136098947,128,-10,2024-11-02 17:59:35.958391+05:30,bhavin0952
315,1300859158136098947,52,-10,2024-11-02 18:05:38.674676+05:30,bhavin0952
316,1300859158136098947,52,-10,2024-11-02 18:08:06.857769+05:30,bhavin0952
317,1300859158136098947,52,80,2024-11-02 18:10:07.145197+05:30,bhavin0952
318,687329197135626341,111,100,2024-11-02 18:23:06.829683+05:30,chiranjeev3210
319,687329197135626341,301,90,2024-11-02 18:29:28.825925+05:30,chiranjeev3210
320,687329197135626341,12,100,2024-11-02 18:31:41.274034+05:30,chiranjeev3210
321,687329197135626341,147,110,2024-11-02 19:16:56.670297+05:30,chiranjeev3210
322,687329197135626341,172,140,2024-11-02 19:25:10.80393+05:30,chiranjeev3210
323,687329197135626341,291,-10,2024-11-02 19:29:39.697416+05:30,chiranjeev3210
324,687329197135626341,291,-10,2024-11-02 19:33:00.650714+05:30,chiranjeev3210
325,687329197135626341,291,-10,2024-11-02 19:35:30.965935+05:30,chiranjeev3210
327,1179805293518004286,226,-20,2024-11-02 21:30:00.590773+05:30,harshavardhan29
328,1060410743834546186,282,110,2024-11-02 21:36:29.985577+05:30,pradeep2449
329,1300859158136098947,88,-10,2024-11-02 22:14:14.39991+05:30,bhavin0952
330,1300859158136098947,88,-10,2024-11-02 22:17:43.850964+05:30,bhavin0952
331,1300859158136098947,165,60,2024-11-02 22:34:48.497383+05:30,bhavin0952
332,1300859158136098947,163,70,2024-11-02 22:37:34.70467+05:30,bhavin0952
333,1300865579653267516,72,140,2024-11-02 22:40:02.493823+05:30,7akaman
334,1300859158136098947,328,-10,2024-11-02 22:43:28.726594+05:30,bhavin0952
335,1300859158136098947,328,-10,2024-11-02 22:47:04.75899+05:30,bhavin0952
336,1300859158136098947,328,-10,2024-11-02 22:49:16.799436+05:30,bhavin0952
343,885528414042333234,197,80,2024-11-02 23:27:03.938526+05:30,malb6012
344,885528414042333234,4,90,2024-11-02 23:30:55.282733+05:30,malb6012
345,885528414042333234,308,80,2024-11-02 23:35:59.506262+05:30,malb6012
347,885528414042333234,185,-10,2024-11-02 23:42:39.303619+05:30,malb6012
348,885528414042333234,185,-10,2024-11-02 23:44:48.017994+05:30,malb6012
349,885528414042333234,185,-10,2024-11-02 23:49:10.281246+05:30,malb6012
350,1179805293518004286,206,-10,2024-11-02 23:59:26.336568+05:30,harshavardhan29
351,1179805293518004286,206,-10,2024-11-03 00:01:22.32499+05:30,harshavardhan29
352,1300865579653267516,178,110,2024-11-03 01:01:12.101103+05:30,7akaman
353,1300865579653267516,297,120,2024-11-03 01:04:45.794678+05:30,7akaman
354,1262990768205856850,245,60,2024-11-03 01:10:17.311113+05:30,srvs_kumar
355,1300865579653267516,321,-10,2024-11-03 01:19:05.410428+05:30,7akaman
356,1300859158136098947,52,-50,2024-11-03 05:20:54.152525+05:30,bhavin0952
357,1300859158136098947,128,-50,2024-11-03 05:22:04.449671+05:30,bhavin0952
358,1300859158136098947,57,60,2024-11-03 05:29:13.328306+05:30,bhavin0952
359,1300859158136098947,221,-10,2024-11-03 05:31:21.059074+05:30,bhavin0952
360,1300859158136098947,221,-10,2024-11-03 05:32:52.793988+05:30,bhavin0952
361,1300859158136098947,221,-50,2024-11-03 05:33:32.141887+05:30,bhavin0952
362,1300859158136098947,169,80,2024-11-03 05:43:38.303462+05:30,bhavin0952
363,1302443875624947803,187,80,2024-11-03 08:58:48.795924+05:30,manisha_71736
364,1302443875624947803,60,90,2024-11-03 09:02:01.984812+05:30,manisha_71736
365,1302443875624947803,112,100,2024-11-03 09:05:52.243911+05:30,manisha_71736
366,1302443875624947803,31,110,2024-11-03 09:08:30.335162+05:30,manisha_71736
367,1302443875624947803,255,100,2024-11-03 09:11:12.306246+05:30,manisha_71736
368,1302443875624947803,345,-10,2024-11-03 09:18:02.5204+05:30,manisha_71736
369,1302443875624947803,279,80,2024-11-03 09:35:36.873533+05:30,manisha_71736
370,1302443875624947803,43,90,2024-11-03 09:40:10.288277+05:30,manisha_71736
371,1302443875624947803,23,100,2024-11-03 09:44:04.657548+05:30,manisha_71736
372,1302443875624947803,196,110,2024-11-03 09:46:50.257523+05:30,manisha_71736
373,1302443875624947803,160,-10,2024-11-03 09:48:34.16938+05:30,manisha_71736
374,1302443875624947803,160,60,2024-11-03 09:49:43.360506+05:30,manisha_71736
375,1302443875624947803,145,70,2024-11-03 09:51:20.319192+05:30,manisha_71736
376,1060410743834546186,11,100,2024-11-03 09:52:04.564396+05:30,pradeep2449
377,1302443875624947803,355,-10,2024-11-03 10:02:12.303298+05:30,manisha_71736
378,1302443875624947803,355,-50,2024-11-03 10:55:36.886206+05:30,manisha_71736
379,1060410743834546186,126,170,2024-11-03 11:05:28.393042+05:30,pradeep2449
380,1302443875624947803,75,-10,2024-11-03 11:10:54.87819+05:30,manisha_71736
381,1302443875624947803,75,-10,2024-11-03 11:14:49.065464+05:30,manisha_71736
382,1302443875624947803,75,-50,2024-11-03 11:15:04.85489+05:30,manisha_71736
383,1109621504095813754,152,60,2024-11-03 12:13:45.954344+05:30,jesdq
384,1109621504095813754,213,90,2024-11-03 12:15:57.410582+05:30,jesdq
385,1300839064781455401,33,-10,2024-11-03 12:24:38.155271+05:30,anusha_sha
386,1300839064781455401,33,-10,2024-11-03 12:29:47.408979+05:30,anusha_sha
387,1301190161228365835,22,120,2024-11-03 12:30:42.925225+05:30,vinay01156
388,1300839064781455401,33,80,2024-11-03 12:34:12.37642+05:30,anusha_sha
389,1301190161228365835,185,-10,2024-11-03 12:41:58.50855+05:30,vinay01156
390,1301190161228365835,185,-10,2024-11-03 12:43:41.204203+05:30,vinay01156
391,1301190161228365835,185,-50,2024-11-03 12:44:07.968391+05:30,vinay01156
392,1301190161228365835,185,-10,2024-11-03 12:45:27.508316+05:30,vinay01156
393,1301190161228365835,67,80,2024-11-03 13:01:12.067299+05:30,vinay01156
394,1301190161228365835,92,90,2024-11-03 13:06:25.293835+05:30,vinay01156
395,1301190161228365835,41,-10,2024-11-03 13:11:07.247278+05:30,vinay01156
396,1301190161228365835,41,-10,2024-11-03 13:13:14.98886+05:30,vinay01156
397,1301190161228365835,41,-50,2024-11-03 13:13:23.649679+05:30,vinay01156
398,1300865579653267516,60,80,2024-11-03 13:15:46.566282+05:30,7akaman
399,1301190161228365835,41,-10,2024-11-03 13:19:46.568345+05:30,vinay01156
